P-3_conc_1_wavelength_nm,P-3_conc_1_abs_au,P-3_conc_2_wavelength_nm,P-3_conc_2_abs_au,P-3_conc_3_wavelength_nm,P-3_conc_3_abs_au,P-3_conc_4_wavelength_nm,P-3_conc_4_abs_au,P-3_conc_5_wavelength_nm,P-3_conc_5_abs_au,P-3_conc_1_em_wavelength_nm,P-3_conc_1_em_intensity,P-3_conc_2_em_wavelength_nm,P-3_conc_2_em_intensity,P-3_conc_3_em_wavelength_nm,P-3_conc_3_em_intensity,P-3_conc_4_em_wavelength_nm,P-3_conc_4_em_intensity,P-3_conc_5_em_wavelength_nm,P-3_conc_5_em_intensity,2-AP_conc_1_wavelength_nm,2-AP_conc_1_abs_au,2-AP_conc_2_wavelength_nm,2-AP_conc_2_abs_au,2-AP_conc_3_wavelength_nm,2-AP_conc_3_abs_au,2-AP_conc_4_wavelength_nm,2-AP_conc_4_abs_au,2-AP_conc_5_wavelength_nm,2-AP_conc_5_abs_au,2-AP_conc_1_em_wavelength_nm,2-AP_conc_1_em_intensity,2-AP_conc_2_em_wavelength_nm,2-AP_conc_2_em_intensity,2-AP_conc_3_em_wavelength_nm,2-AP_conc_3_em_intensity,2-AP_conc_4_em_wavelength_nm,2-AP_conc_4_em_intensity,2-AP_conc_5_em_wavelength_nm,2-AP_conc_5_em_intensity,ACN_em_background_wavelength_nm,ACN_em_background_intensity
777.5037842,-0.001504317,777.5037842,-0.001948924,777.5037842,0.000417042,777.5037842,-0.002296629,777.5037842,0.002190862,332.5,2.97E+03,332.5,2.69E+03,332.5,3.02E+03,332.5,3.13E+03,332.5,2.05E+03,577.4859009,0.000507169,577.4859009,0.001279719,577.4859009,-0.000885019,577.4859009,-0.000423392,577.4859009,3.68E-05,332.5,5.67E+05,332.5,5.24E+05,332.5,4.19E+05,332.5,3.15E+05,332.5,1.84E+05,332.5,8.78E+02
777.0137329,-0.00038103,777.0137329,-0.002394002,777.0137329,-0.001032657,777.0137329,-0.000972947,777.0137329,0.002497684,333,3.58E+03,333,3.01E+03,333,3.24E+03,333,3.54E+03,333,2.27E+03,577.0008545,1.18E-05,577.0008545,0.0003417,577.0008545,-0.001033277,577.0008545,-0.000937716,577.0008545,-0.000282531,333,5.72E+05,333,5.31E+05,333,4.24E+05,333,3.17E+05,333,1.86E+05,333,1.21E+03
776.4885254,-0.001456488,776.4885254,-0.003292402,776.4885254,0.000251244,776.4885254,-0.001994947,776.4885254,0.001071005,333.5,3.81E+03,333.5,3.71E+03,333.5,3.91E+03,333.5,4.01E+03,333.5,3.11E+03,576.5158081,-0.000121388,576.5158081,0.000498746,576.5158081,-0.000993092,576.5158081,-0.001092514,576.5158081,-0.000308917,333.5,5.78E+05,333.5,5.34E+05,333.5,4.26E+05,333.5,3.21E+05,333.5,1.88E+05,333.5,1.69E+03
775.99823,-0.000458147,775.99823,-0.000755988,775.99823,-0.000585198,775.99823,-0.001653086,775.99823,0.001794286,334,4.63E+03,334,4.34E+03,334,4.81E+03,334,4.77E+03,334,3.80E+03,575.9934082,-0.000475472,575.9934082,5.81E-05,575.9934082,-0.001755296,575.9934082,-0.001509735,575.9934082,-0.001190209,334,5.83E+05,334,5.40E+05,334,4.31E+05,334,3.23E+05,334,1.91E+05,334,2.56E+03
775.5078125,-0.001053213,775.5078125,-0.000869932,775.5078125,0.001261701,775.5078125,-0.001259079,775.5078125,0.002539941,334.5,5.41E+03,334.5,5.22E+03,334.5,5.44E+03,334.5,5.45E+03,334.5,4.63E+03,575.5083618,-0.000109018,575.5083618,-0.000380409,575.5083618,-0.00154007,575.5083618,-0.001554411,575.5083618,-0.000460991,334.5,5.85E+05,334.5,5.42E+05,334.5,4.33E+05,334.5,3.26E+05,334.5,1.93E+05,334.5,3.37E+03
775.017334,-0.000544351,775.017334,-0.002234465,775.017334,-0.000271666,775.017334,-0.001945316,775.017334,0.002864363,335,6.31E+03,335,6.02E+03,335,6.48E+03,335,6.33E+03,335,5.51E+03,574.9857788,-0.000559605,574.9857788,0.000268106,574.9857788,-0.001127164,574.9857788,-0.001170021,574.9857788,-0.000703011,335,5.89E+05,335,5.45E+05,335,4.38E+05,335,3.28E+05,335,1.95E+05,335,4.27E+03
774.4917603,-0.00152289,774.4917603,-0.001279108,774.4917603,0.000538166,774.4917603,-0.001280037,774.4917603,0.002350661,335.5,6.95E+03,335.5,6.67E+03,335.5,7.11E+03,335.5,7.04E+03,335.5,5.83E+03,574.5004272,-0.000214024,574.5004272,0.000578885,574.5004272,-0.00067789,574.5004272,-0.001190984,574.5004272,1.84E-05,335.5,5.92E+05,335.5,5.48E+05,335.5,4.37E+05,335.5,3.31E+05,335.5,1.95E+05,335.5,4.81E+03
774.0011597,-0.00107103,774.0011597,-0.001669641,774.0011597,0.000488639,774.0011597,-0.001125718,774.0011597,0.001763979,336,7.30E+03,336,7.18E+03,336,7.41E+03,336,7.46E+03,336,6.46E+03,574.0151367,0.000122613,574.0151367,0.000821802,574.0151367,-0.000962512,574.0151367,-0.000897212,574.0151367,3.59E-05,336,5.95E+05,336,5.51E+05,336,4.41E+05,336,3.30E+05,336,1.97E+05,336,5.36E+03
773.510376,-0.000738158,773.510376,-0.00183418,773.510376,0.001367922,773.510376,-0.001080481,773.510376,0.003065154,336.5,7.13E+03,336.5,7.19E+03,336.5,7.20E+03,336.5,7.34E+03,336.5,6.29E+03,573.4924316,-0.00037146,573.4924316,0.000136,573.4924316,-0.001020623,573.4924316,-0.000981056,573.4924316,-0.000283048,336.5,5.94E+05,336.5,5.51E+05,336.5,4.39E+05,336.5,3.32E+05,336.5,1.97E+05,336.5,5.15E+03
772.9844971,-0.000444338,772.9844971,-0.00218991,772.9844971,0.000623108,772.9844971,-0.00232382,772.9844971,0.001407083,337,6.94E+03,337,6.61E+03,337,6.80E+03,337,6.70E+03,337,5.76E+03,573.007019,0.000114198,573.007019,0.000752146,573.007019,-0.000954918,573.007019,-0.00070787,573.007019,0.000204133,337,5.94E+05,337,5.52E+05,337,4.40E+05,337,3.32E+05,337,1.96E+05,337,4.60E+03
772.4935913,-0.000639172,772.4935913,-0.001668507,772.4935913,0.000317763,772.4935913,-0.000466318,772.4935913,0.003259805,337.5,6.20E+03,337.5,6.02E+03,337.5,6.40E+03,337.5,6.30E+03,337.5,5.11E+03,572.4841309,-9.07E-05,572.4841309,0.000636121,572.4841309,-0.001308891,572.4841309,-0.001190726,572.4841309,-0.000407616,337.5,5.92E+05,337.5,5.49E+05,337.5,4.39E+05,337.5,3.31E+05,337.5,1.94E+05,337.5,3.86E+03
772.0025635,-0.000622939,772.0025635,-0.001465879,772.0025635,9.99E-05,772.0025635,-0.001699759,772.0025635,0.001612294,338,5.47E+03,338,5.33E+03,338,5.28E+03,338,5.52E+03,338,4.18E+03,571.9985352,8.09E-05,571.9985352,0.000907785,571.9985352,-0.001076246,571.9985352,-0.000672256,571.9985352,-0.000113883,338,5.93E+05,338,5.48E+05,338,4.39E+05,338,3.29E+05,338,1.94E+05,338,2.93E+03
771.5114136,-2.38E-06,771.5114136,-0.001281121,771.5114136,0.000202165,771.5114136,-0.000445269,771.5114136,0.002967692,338.5,5.05E+03,338.5,4.70E+03,338.5,4.83E+03,338.5,4.66E+03,338.5,3.53E+03,571.5129395,-0.00016067,571.5129395,0.000794805,571.5129395,-0.001288192,571.5129395,-0.001486879,571.5129395,-0.000707456,338.5,5.90E+05,338.5,5.47E+05,338.5,4.37E+05,338.5,3.29E+05,338.5,1.94E+05,338.5,1.99E+03
770.9851685,-0.000820224,770.9851685,-0.002204488,770.9851685,-0.000501277,770.9851685,-0.001817064,770.9851685,0.003652371,339,4.54E+03,339,4.28E+03,339,4.24E+03,339,4.18E+03,339,2.82E+03,570.9898682,-0.000692622,570.9898682,0.000654502,570.9898682,-0.001356479,570.9898682,-0.001542856,570.9898682,-0.000132154,339,5.89E+05,339,5.46E+05,339,4.35E+05,339,3.27E+05,339,1.92E+05,339,1.40E+03
770.4938354,-0.001337124,770.4938354,-0.00260474,770.4938354,6.31E-05,770.4938354,-0.002710431,770.4938354,0.002050315,339.5,4.44E+03,339.5,4.13E+03,339.5,4.00E+03,339.5,3.99E+03,339.5,2.52E+03,570.5041504,-0.000386357,570.5041504,0.000315742,570.5041504,-0.001565193,570.5041504,-0.001842738,570.5041504,-0.000473248,339.5,5.86E+05,339.5,5.42E+05,339.5,4.34E+05,339.5,3.26E+05,339.5,1.90E+05,339.5,1.03E+03
770.0024414,-0.001478469,770.0024414,-0.001027699,770.0024414,0.000403102,770.0024414,-0.000799399,770.0024414,0.001514248,340,4.19E+03,340,3.88E+03,340,3.57E+03,340,3.46E+03,340,2.17E+03,570.0183105,-0.000355631,570.0183105,-0.000321437,570.0183105,-0.001485486,570.0183105,-0.001820054,570.0183105,-0.000304416,340,5.84E+05,340,5.39E+05,340,4.32E+05,340,3.23E+05,340,1.90E+05,340,7.85E+02
769.5109863,5.34E-05,769.5109863,-0.001344195,769.5109863,0.000334083,769.5109863,-0.0023818,769.5109863,0.001748436,340.5,4.14E+03,340.5,3.66E+03,340.5,3.75E+03,340.5,3.38E+03,340.5,2.01E+03,569.4950562,-0.000750665,569.4950562,0.000271888,569.4950562,-0.001749263,569.4950562,-0.001328969,569.4950562,-0.00072596,340.5,5.79E+05,340.5,5.36E+05,340.5,4.31E+05,340.5,3.22E+05,340.5,1.89E+05,340.5,5.91E+02
768.984314,-0.00023762,768.984314,-0.000900312,768.984314,0.000263806,768.984314,-0.001525264,768.984314,0.001895619,341,4.26E+03,341,3.77E+03,341,3.80E+03,341,3.50E+03,341,2.04E+03,569.0091553,-0.00031647,569.0091553,0.000369576,569.0091553,-0.001076195,569.0091553,-0.00072994,569.0091553,-0.000484574,341,5.77E+05,341,5.32E+05,341,4.29E+05,341,3.20E+05,341,1.89E+05,341,5.25E+02
768.4926147,-0.001395701,768.4926147,-0.002941534,768.4926147,-0.000534372,768.4926147,-0.002078322,768.4926147,0.001722628,341.5,4.21E+03,341.5,3.77E+03,341.5,3.69E+03,341.5,3.44E+03,341.5,1.99E+03,568.4857788,-0.000509137,568.4857788,0.000411575,568.4857788,-0.001300787,568.4857788,-0.000967729,568.4857788,-0.000291689,341.5,5.73E+05,341.5,5.30E+05,341.5,4.26E+05,341.5,3.18E+05,341.5,1.86E+05,341.5,4.16E+02
768.0008545,-0.00111725,768.0008545,-0.001891608,768.0008545,-0.000834641,768.0008545,-0.001674128,768.0008545,0.002813476,342,4.28E+03,342,3.86E+03,342,3.67E+03,342,3.55E+03,342,2.12E+03,567.9997559,2.08E-05,567.9997559,0.000645973,567.9997559,-0.000977131,567.9997559,-0.001075627,567.9997559,0.000521657,342,5.71E+05,342,5.26E+05,342,4.21E+05,342,3.17E+05,342,1.85E+05,342,4.21E+02
767.5090332,-0.000370943,767.5090332,-0.002987812,767.5090332,8.69E-05,767.5090332,-0.001656077,767.5090332,0.002565224,342.5,4.25E+03,342.5,3.94E+03,342.5,3.57E+03,342.5,3.53E+03,342.5,1.99E+03,567.5136108,-1.03E-05,567.5136108,0.000485037,567.5136108,-0.000805187,567.5136108,-0.001130572,567.5136108,0.00011223,342.5,5.66E+05,342.5,5.21E+05,342.5,4.19E+05,342.5,3.14E+05,342.5,1.85E+05,342.5,4.21E+02
767.0170898,-0.002202891,767.0170898,-0.002489604,767.0170898,0.00038354,767.0170898,-0.001912999,767.0170898,0.000950822,343,4.37E+03,343,4.02E+03,343,3.72E+03,343,3.45E+03,343,2.07E+03,566.9899902,-0.000173298,566.9899902,0.000192867,566.9899902,-0.000891736,566.9899902,-0.001108316,566.9899902,-0.0006172,343,5.58E+05,343,5.18E+05,343,4.16E+05,343,3.13E+05,343,1.82E+05,343,4.28E+02
766.4898682,-0.000970312,766.4898682,-0.001114978,766.4898682,0.000445337,766.4898682,-0.001560963,766.4898682,0.001456376,343.5,4.53E+03,343.5,4.02E+03,343.5,3.72E+03,343.5,3.45E+03,343.5,2.11E+03,566.5037842,-1.40E-05,566.5037842,0.000389137,566.5037842,-0.000957863,566.5037842,-0.001191448,566.5037842,-0.000378392,343.5,5.54E+05,343.5,5.14E+05,343.5,4.11E+05,343.5,3.08E+05,343.5,1.80E+05,343.5,3.89E+02
765.9977417,0.000342425,765.9977417,-0.00077511,765.9977417,0.00160941,765.9977417,-0.000555675,765.9977417,0.003185455,344,4.67E+03,344,4.07E+03,344,3.77E+03,344,3.50E+03,344,2.12E+03,566.0175171,0.000124685,566.0175171,0.000942391,566.0175171,-0.000592746,566.0175171,-0.00060805,566.0175171,-0.000240207,344,5.51E+05,344,5.09E+05,344,4.09E+05,344,3.05E+05,344,1.78E+05,344,4.04E+02
765.5055542,-0.00081082,765.5055542,-0.00219604,765.5055542,0.000233995,765.5055542,-0.001524283,765.5055542,0.002927999,344.5,4.61E+03,344.5,4.04E+03,344.5,4.01E+03,344.5,3.63E+03,344.5,2.15E+03,565.4937744,9.49E-05,565.4937744,0.00052824,565.4937744,-0.000496571,565.4937744,-0.001137079,565.4937744,-0.000414237,344.5,5.43E+05,344.5,5.04E+05,344.5,4.04E+05,344.5,3.02E+05,344.5,1.78E+05,344.5,4.00E+02
765.0131836,-0.001417478,765.0131836,-0.002145866,765.0131836,0.000211695,765.0131836,-0.001080894,765.0131836,0.002326691,345,4.77E+03,345,4.41E+03,345,3.88E+03,345,3.78E+03,345,2.24E+03,565.0073242,-8.85E-06,565.0073242,0.000653465,565.0073242,-0.000890961,565.0073242,-0.000902482,565.0073242,-0.000637621,345,5.38E+05,345,4.97E+05,345,4.00E+05,345,2.99E+05,345,1.75E+05,345,3.40E+02
764.4855957,-0.000749632,764.4855957,-0.001369742,764.4855957,0.000616731,764.4855957,-0.000943347,764.4855957,0.001889769,345.5,4.66E+03,345.5,4.23E+03,345.5,3.95E+03,345.5,3.68E+03,345.5,2.19E+03,564.4834595,-2.33E-05,564.4834595,0.000678405,564.4834595,-0.000336077,564.4834595,-0.000966438,564.4834595,-5.18E-08,345.5,5.31E+05,345.5,4.91E+05,345.5,3.94E+05,345.5,2.96E+05,345.5,1.73E+05,345.5,3.45E+02
763.9931641,-0.00072932,763.9931641,-0.002381542,763.9931641,0.000494885,763.9931641,-0.0014214,763.9931641,0.002346627,346,4.91E+03,346,4.41E+03,346,3.99E+03,346,3.69E+03,346,2.12E+03,563.9969482,0.000433055,563.9969482,0.001325285,563.9969482,-0.000445476,563.9969482,-0.000579717,563.9969482,0.000394863,346,5.26E+05,346,4.85E+05,346,3.89E+05,346,2.91E+05,346,1.71E+05,346,3.28E+02
763.5005493,-0.000618958,763.5005493,-0.002391325,763.5005493,8.74E-05,763.5005493,-0.00146366,763.5005493,0.002250158,346.5,4.98E+03,346.5,4.37E+03,346.5,4.03E+03,346.5,3.67E+03,346.5,2.23E+03,563.510376,0.000277949,563.510376,0.000465342,563.510376,-0.000831282,563.510376,-0.00076648,563.510376,0.000153893,346.5,5.20E+05,346.5,4.80E+05,346.5,3.86E+05,346.5,2.89E+05,346.5,1.69E+05,346.5,3.66E+02
763.0078735,-0.001320401,763.0078735,-0.001964437,763.0078735,0.000178054,763.0078735,-0.001600837,763.0078735,0.002267306,347,5.02E+03,347,4.50E+03,347,4.29E+03,347,3.79E+03,347,2.32E+03,562.9862671,-0.000360183,562.9862671,0.000121862,562.9862671,-0.001198367,562.9862671,-0.001223819,562.9862671,-0.000579924,347,5.12E+05,347,4.75E+05,347,3.81E+05,347,2.85E+05,347,1.67E+05,347,3.55E+02
762.5150757,-0.000904549,762.5150757,-0.002119849,762.5150757,0.000174506,762.5150757,-0.000233222,762.5150757,0.003292147,347.5,5.13E+03,347.5,4.46E+03,347.5,4.20E+03,347.5,3.85E+03,347.5,2.21E+03,562.4995728,-0.000598072,562.4995728,-0.000227996,562.4995728,-0.001483577,562.4995728,-0.001695118,562.4995728,-0.00067515,347.5,5.05E+05,347.5,4.68E+05,347.5,3.77E+05,347.5,2.81E+05,347.5,1.65E+05,347.5,3.74E+02
761.9870605,-0.001193101,761.9870605,-0.001852172,761.9870605,-0.000971603,761.9870605,-0.000719706,761.9870605,0.002692523,348,5.12E+03,348,4.62E+03,348,4.32E+03,348,3.83E+03,348,2.25E+03,562.0128174,-6.85E-05,562.0128174,0.000228012,562.0128174,-0.001135839,562.0128174,-0.001589953,562.0128174,-0.000735315,348,5.02E+05,348,4.63E+05,348,3.72E+05,348,2.77E+05,348,1.63E+05,348,3.48E+02
761.4940796,-0.001974023,761.4940796,-0.002988994,761.4940796,-0.001073716,761.4940796,-0.001822735,761.4940796,0.001319235,348.5,5.15E+03,348.5,4.65E+03,348.5,4.18E+03,348.5,3.97E+03,348.5,2.34E+03,561.4885864,1.49E-05,561.4885864,0.000780023,561.4885864,-0.000529615,561.4885864,-0.000858255,561.4885864,-8.07E-05,348.5,4.95E+05,348.5,4.59E+05,348.5,3.70E+05,348.5,2.74E+05,348.5,1.61E+05,348.5,3.85E+02
761.0010376,0.000507739,761.0010376,-0.001693571,761.0010376,-0.000495072,761.0010376,-0.001434713,761.0010376,0.001813495,349,5.29E+03,349,4.72E+03,349,4.29E+03,349,3.89E+03,349,2.40E+03,561.0016479,-5.31E-05,561.0016479,0.000630755,561.0016479,-0.001155254,561.0016479,-0.001401223,561.0016479,-0.000284394,349,4.90E+05,349,4.51E+05,349,3.65E+05,349,2.72E+05,349,1.60E+05,349,3.53E+02
760.5078735,-0.001048564,760.5078735,-0.002492229,760.5078735,-0.000882591,760.5078735,-0.001736011,760.5078735,0.002004517,349.5,5.39E+03,349.5,4.71E+03,349.5,4.46E+03,349.5,4.04E+03,349.5,2.39E+03,560.5147705,0.000107518,560.5147705,-7.70E-05,560.5147705,-0.000885639,560.5147705,-0.001354724,560.5147705,-0.000408961,349.5,4.86E+05,349.5,4.47E+05,349.5,3.61E+05,349.5,2.68E+05,349.5,1.58E+05,349.5,3.21E+02
760.0146484,-0.000948461,760.0146484,-0.002345344,760.0146484,-6.25E-05,760.0146484,-0.000965301,760.0146484,0.002492997,350,5.56E+03,350,4.90E+03,350,4.31E+03,350,3.96E+03,350,2.33E+03,559.9903564,0.000208458,559.9903564,0.000655072,559.9903564,-0.00066781,559.9903564,-0.001005489,559.9903564,-0.000229858,350,4.78E+05,350,4.42E+05,350,3.57E+05,350,2.66E+05,350,1.56E+05,350,3.09E+02
759.486084,-0.001032347,759.486084,-0.002361873,759.486084,-0.000642377,759.486084,-0.001706876,759.486084,0.002075388,350.5,5.74E+03,350.5,4.93E+03,350.5,4.37E+03,350.5,4.07E+03,350.5,2.45E+03,559.5032349,-7.97E-05,559.5032349,0.000175232,559.5032349,-0.00172477,559.5032349,-0.001342182,559.5032349,-0.000471076,350.5,4.72E+05,350.5,4.36E+05,350.5,3.50E+05,350.5,2.62E+05,350.5,1.54E+05,350.5,3.33E+02
758.9927368,0.000178028,758.9927368,-0.002125155,758.9927368,-0.000294586,758.9927368,-0.000336284,758.9927368,0.001915171,351,5.73E+03,351,4.93E+03,351,4.39E+03,351,4.10E+03,351,2.40E+03,559.0161133,0.000143484,559.0161133,0.000681439,559.0161133,-0.000763947,559.0161133,-0.001475115,559.0161133,-5.30E-05,351,4.67E+05,351,4.31E+05,351,3.47E+05,351,2.59E+05,351,1.51E+05,351,3.39E+02
758.4992065,-0.001573292,758.4992065,-0.002643439,758.4992065,-0.00033706,758.4992065,-0.001484299,758.4992065,0.000517225,351.5,5.66E+03,351.5,5.08E+03,351.5,4.47E+03,351.5,4.10E+03,351.5,2.45E+03,558.4914551,-4.44E-05,558.4914551,0.000277327,558.4914551,-0.001108161,558.4914551,-0.001250561,558.4914551,-0.000171538,351.5,4.58E+05,351.5,4.25E+05,351.5,3.42E+05,351.5,2.55E+05,351.5,1.50E+05,351.5,3.01E+02
758.0055542,-0.001086317,758.0055542,-0.002364963,758.0055542,-0.000337629,758.0055542,-0.001906917,758.0055542,0.000950199,352,5.70E+03,352,5.16E+03,352,4.61E+03,352,4.08E+03,352,2.53E+03,558.0042725,0.000189812,558.0042725,0.000340689,558.0042725,-0.000703528,558.0042725,-0.001406951,558.0042725,-0.000318953,352,4.52E+05,352,4.18E+05,352,3.36E+05,352,2.50E+05,352,1.47E+05,352,3.34E+02
757.5119019,-0.00041615,757.5119019,-0.002002368,757.5119019,0.000527877,757.5119019,-0.001545951,757.5119019,0.001845001,352.5,5.90E+03,352.5,5.32E+03,352.5,4.58E+03,352.5,3.97E+03,352.5,2.49E+03,557.5169678,0.000597652,557.5169678,0.000888097,557.5169678,-0.000499312,557.5169678,-0.000800174,557.5169678,0.000547678,352.5,4.45E+05,352.5,4.13E+05,352.5,3.31E+05,352.5,2.47E+05,352.5,1.45E+05,352.5,3.45E+02
756.9828491,-0.001102429,756.9828491,-0.00178582,756.9828491,-7.76E-05,756.9828491,-0.001904906,756.9828491,0.002460585,353,6.07E+03,353,5.45E+03,353,4.62E+03,353,4.23E+03,353,2.55E+03,556.9921265,0.000352917,556.9921265,0.000523989,556.9921265,-0.000950476,556.9921265,-0.001085852,556.9921265,-0.000370632,353,4.38E+05,353,4.04E+05,353,3.25E+05,353,2.43E+05,353,1.42E+05,353,3.14E+02
756.4890137,0.000302635,756.4890137,-0.00063271,756.4890137,0.000738507,756.4890137,-0.000928365,756.4890137,0.003335108,353.5,6.14E+03,353.5,5.37E+03,353.5,4.59E+03,353.5,4.27E+03,353.5,2.51E+03,556.5047607,0.000161558,556.5047607,0.000702725,556.5047607,-0.000884916,556.5047607,-0.001015974,556.5047607,-0.000142246,353.5,4.32E+05,353.5,3.99E+05,353.5,3.21E+05,353.5,2.39E+05,353.5,1.40E+05,353.5,3.35E+02
755.9950562,-0.000943347,755.9950562,-0.002560275,755.9950562,5.95E-05,755.9950562,-0.002399717,755.9950562,0.001929783,354,6.00E+03,354,5.39E+03,354,4.63E+03,354,4.30E+03,354,2.56E+03,556.0172729,1.29E-05,556.0172729,0.000356156,556.0172729,-0.001115287,556.0172729,-0.001357304,556.0172729,-0.000387909,354,4.25E+05,354,3.92E+05,354,3.16E+05,354,2.35E+05,354,1.37E+05,354,3.67E+02
755.5009766,-0.000495951,755.5009766,-0.002227873,755.5009766,0.000299889,755.5009766,-0.000876029,755.5009766,0.002076299,354.5,5.95E+03,354.5,5.43E+03,354.5,4.63E+03,354.5,4.14E+03,354.5,2.48E+03,555.4922485,0.000135767,555.4922485,0.000932144,555.4922485,-0.000634674,555.4922485,-0.001046912,555.4922485,7.27E-05,354.5,4.18E+05,354.5,3.85E+05,354.5,3.11E+05,354.5,2.31E+05,354.5,1.36E+05,354.5,3.31E+02
755.0068359,-0.000243881,755.0068359,-0.001599186,755.0068359,0.000915334,755.0068359,-0.001184788,755.0068359,0.00233744,355,6.08E+03,355,5.44E+03,355,4.69E+03,355,4.28E+03,355,2.56E+03,555.0046387,0.000192194,555.0046387,0.000766875,555.0046387,-0.000936372,555.0046387,-0.001024703,555.0046387,0.000196389,355,4.12E+05,355,3.80E+05,355,3.06E+05,355,2.28E+05,355,1.34E+05,355,3.13E+02
754.5126343,0.000435698,754.5126343,-0.00112515,754.5126343,0.000728446,754.5126343,-0.001383109,754.5126343,0.003281427,355.5,6.29E+03,355.5,5.61E+03,355.5,4.62E+03,355.5,4.33E+03,355.5,2.63E+03,554.5170898,-0.000315798,554.5170898,-0.000165897,554.5170898,-0.001514326,554.5170898,-0.001295729,554.5170898,-0.000748598,355.5,4.05E+05,355.5,3.73E+05,355.5,2.99E+05,355.5,2.24E+05,355.5,1.31E+05,355.5,2.79E+02
753.9830322,-0.000354131,753.9830322,-0.002296886,753.9830322,0.000424634,753.9830322,-0.000325627,753.9830322,0.001885349,356,6.24E+03,356,5.44E+03,356,4.71E+03,356,4.40E+03,356,2.65E+03,553.9918823,0.0003181,553.9918823,0.000381157,553.9918823,-0.000895817,553.9918823,-0.00096308,553.9918823,-0.000157048,356,3.97E+05,356,3.67E+05,356,2.94E+05,356,2.19E+05,356,1.28E+05,356,2.67E+02
753.4885864,-0.001750346,753.4885864,-0.00272777,753.4885864,6.46E-05,753.4885864,-0.001936812,753.4885864,0.00180185,356.5,6.20E+03,356.5,5.67E+03,356.5,4.74E+03,356.5,4.34E+03,356.5,2.64E+03,553.5040894,-0.00041615,553.5040894,0.000484001,553.5040894,-0.000810199,553.5040894,-0.000983949,553.5040894,-0.000404668,356.5,3.90E+05,356.5,3.59E+05,356.5,2.90E+05,356.5,2.15E+05,356.5,1.26E+05,356.5,3.24E+02
752.9941406,-0.000896902,752.9941406,-0.001623945,752.9941406,0.000271318,752.9941406,-0.000272339,752.9941406,0.003269116,357,6.36E+03,357,5.60E+03,357,4.71E+03,357,4.36E+03,357,2.56E+03,553.0162964,-0.000759968,553.0162964,-6.60E-05,553.0162964,-0.000898349,553.0162964,-0.001270177,553.0162964,-0.000591247,357,3.82E+05,357,3.54E+05,357,2.84E+05,357,2.12E+05,357,1.24E+05,357,2.65E+02
752.4995117,-0.000467094,752.4995117,-0.001876143,752.4995117,0.000904906,752.4995117,-0.000945103,752.4995117,0.002423411,357.5,6.26E+03,357.5,5.67E+03,357.5,4.81E+03,357.5,4.31E+03,357.5,2.70E+03,552.4909058,-0.00108043,552.4909058,2.63E-05,552.4909058,-0.001304658,552.4909058,-0.001534395,552.4909058,-0.001026201,357.5,3.76E+05,357.5,3.46E+05,357.5,2.78E+05,357.5,2.08E+05,357.5,1.21E+05,357.5,3.00E+02
752.0048218,-0.001920885,752.0048218,-0.002063895,752.0048218,-9.82E-05,752.0048218,-0.001156287,752.0048218,0.002625692,358,6.30E+03,358,5.59E+03,358,4.79E+03,358,4.42E+03,358,2.59E+03,552.0029297,-0.000647753,552.0029297,-5.56E-05,552.0029297,-0.001137492,552.0029297,-0.000635708,552.0029297,8.94E-05,358,3.69E+05,358,3.39E+05,358,2.73E+05,358,2.04E+05,358,1.19E+05,358,3.06E+02
751.5100708,-0.000724875,751.5100708,-0.002317486,751.5100708,0.000597652,751.5100708,-0.001447716,751.5100708,0.001879291,358.5,6.55E+03,358.5,5.71E+03,358.5,4.76E+03,358.5,4.41E+03,358.5,2.61E+03,551.5150146,-0.000455458,551.5150146,-0.000125115,551.5150146,-0.001162173,551.5150146,-0.00134084,551.5150146,-0.000443252,358.5,3.63E+05,358.5,3.33E+05,358.5,2.67E+05,358.5,2.01E+05,358.5,1.17E+05,358.5,2.99E+02
751.0152588,-0.000190324,751.0152588,-0.001726832,751.0152588,-8.21E-05,751.0152588,-0.00076157,751.0152588,0.002801413,359,6.42E+03,359,5.58E+03,359,4.95E+03,359,4.45E+03,359,2.69E+03,550.9893799,-0.000277099,550.9893799,0.000264868,550.9893799,-0.001082495,550.9893799,-0.000872412,550.9893799,-3.70E-05,359,3.55E+05,359,3.28E+05,359,2.63E+05,359,1.95E+05,359,1.14E+05,359,2.81E+02
750.4849854,-0.000268406,750.4849854,-0.001941038,750.4849854,0.000821595,750.4849854,-0.001243643,750.4849854,0.003244835,359.5,6.38E+03,359.5,5.70E+03,359.5,4.67E+03,359.5,4.28E+03,359.5,2.61E+03,550.5013428,-0.000571238,550.5013428,-9.47E-06,550.5013428,-0.001077951,550.5013428,-0.001334956,550.5013428,-0.00028191,359.5,3.49E+05,359.5,3.19E+05,359.5,2.58E+05,359.5,1.91E+05,359.5,1.12E+05,359.5,2.68E+02
749.9899292,-0.000484419,749.9899292,-0.001935111,749.9899292,0.000522486,749.9899292,-0.001256239,749.9899292,0.002457669,360,6.43E+03,360,5.77E+03,360,4.82E+03,360,4.40E+03,360,2.62E+03,550.0131226,-0.000215784,550.0131226,2.54E-05,550.0131226,-0.001118386,550.0131226,-0.000690554,550.0131226,-0.00048809,360,3.42E+05,360,3.14E+05,360,2.51E+05,360,1.87E+05,360,1.10E+05,360,2.90E+02
